61	89	82	29	98	21	23	78	98	48	15	42	24	60	39	45	16	77	55	40	87	28	89	43	57	94	73	44	25	95	96	46	17	73	84	33	90	36	25	70	79	84	70	49	25	43	60	59	21	53
40	15	11	87	38	95	84	72	79	38	47	11	84	44	42	40	58	41	14	81	65	14	53	40	43	16	29	73	65	60	39	40	92	98	88	43	80	46	70	48	67	65	44	17	78	47	85	87	71	49
79	64	52	65	43	23	66	58	40	13	19	51	12	72	80	60	30	87	89	22	65	56	42	34	52	36	80	29	95	88	31	50	14	14	33	39	45	11	70	69	44	67	14	66	82	56	12	83	46	88
100	12	68	21	65	53	23	24	84	82	37	25	78	64	29	71	22	83	93	48	41	52	51	87	58	69	86	56	71	77	64	25	62	64	33	11	48	50	44	71	16	46	86	93	67	11	60	26	88	83
34	33	74	40	46	69	56	69	92	46	54	15	70	48	33	26	74	21	74	52	79	27	44	72	15	17	51	29	73	82	88	78	22	49	86	86	100	55	99	100	23	12	15	48	22	26	60	55	73	82
74	25	20	19	92	17	91	21	46	51	66	49	19	20	35	88	61	16	64	18	84	72	60	33	38	95	77	26	61	54	27	50	10	32	62	12	88	56	50	37	10	44	21	94	39	72	23	26	80	19
15	88	84	81	55	98	29	77	37	97	18	73	86	26	10	55	78	30	86	23	83	56	44	65	23	79	59	85	82	98	71	10	50	25	51	67	57	18	23	76	74	92	18	89	43	25	24	11	13	66
16	98	84	76	81	67	98	26	49	81	23	61	88	70	99	71	46	56	99	54	24	39	55	69	96	60	74	99	47	31	45	22	48	21	35	97	68	55	51	91	86	47	90	100	92	10	18	38	24	17
34	20	96	69	71	85	47	100	54	44	64	90	82	18	91	10	77	27	14	16	49	92	62	46	20	64	36	35	88	10	48	39	61	88	76	67	57	86	12	72	39	92	38	95	45	57	85	63	83	32
62	21	27	78	94	73	23	19	16	95	22	36	39	82	49	11	82	53	43	36	16	72	46	94	40	32	34	38	57	20	26	25	97	70	50	50	21	98	11	51	75	24	32	75	72	38	71	57	30	25
43	75	51	29	19	86	64	47	30	56	10	48	14	21	93	63	45	28	46	93	43	60	64	18	18	44	58	64	98	66	36	64	42	66	100	65	54	45	22	42	41	52	71	97	39	19	47	21	34	91
85	55	63	99	99	50	85	33	82	35	49	98	16	50	81	55	43	19	13	22	93	71	53	67	85	79	82	32	32	94	82	22	93	22	22	39	57	37	77	61	19	40	30	75	18	37	61	62	17	86
83	31	89	89	53	55	46	63	37	85	23	97	48	100	47	90	60	83	64	37	85	98	19	48	35	75	46	45	52	100	46	76	49	79	74	76	60	33	58	23	84	41	67	26	75	27	94	12	38	92
36	87	27	87	41	21	84	70	72	98	17	53	33	42	11	44	61	74	92	48	65	40	93	42	13	59	12	34	87	67	37	44	95	79	78	51	68	63	66	53	24	20	53	97	86	94	70	40	54	63
59	48	94	39	90	48	83	64	87	82	93	61	25	53	91	25	86	97	51	16	64	73	79	30	46	39	92	39	84	89	85	97	59	52	27	60	10	12	56	74	69	95	94	75	75	50	58	20	89	37
100	60	53	87	10	41	87	36	53	93	73	44	23	39	100	21	40	74	51	43	30	91	30	62	46	69	38	39	49	75	99	17	45	58	29	10	51	27	36	51	78	32	32	67	22	18	95	34	48	83
72	48	93	86	64	68	38	58	99	10	36	80	13	20	64	51	69	87	30	43	17	47	33	33	29	83	81	96	76	48	67	73	44	15	43	36	53	61	42	62	90	40	50	85	95	80	58	19	77	97
97	88	22	22	59	76	19	13	68	91	97	81	34	26	63	73	11	30	68	95	28	57	100	93	30	22	38	21	62	55	81	27	53	87	19	34	60	97	81	97	18	35	15	60	82	17	95	82	59	76
55	56	94	76	22	67	77	69	24	78	25	58	91	53	29	18	40	50	77	17	36	41	47	25	59	85	36	99	35	23	85	56	89	94	50	35	14	62	86	79	13	37	42	72	67	54	78	84	80	34
31	16	80	79	22	55	84	89	95	76	27	20	28	36	97	25	89	87	96	88	33	22	97	33	25	38	84	27	81	53	80	94	98	64	34	60	66	11	26	34	11	65	52	87	62	51	22	60	82	87
81	31	35	52	95	51	39	47	85	42	28	33	24	51	46	43	21	82	91	79	71	43	20	29	21	71	60	20	79	39	12	83	46	47	16	50	34	63	25	78	48	84	27	54	67	55	72	100	67	23
32	96	94	86	22	24	52	99	78	61	70	34	17	16	48	80	31	53	15	24	78	74	36	56	62	39	89	97	60	27	18	86	50	10	79	25	96	28	16	93	91	44	20	25	11	75	85	39	49	55
58	36	99	72	55	43	69	64	94	38	70	52	78	18	45	53	62	10	29	15	46	51	12	20	57	45	49	14	16	40	82	58	98	45	11	55	36	32	33	34	100	25	12	56	38	60	81	13	38	53
83	72	10	58	19	76	19	45	67	95	55	26	68	64	64	70	39	84	46	75	68	53	61	47	54	78	85	11	14	72	82	71	25	78	85	83	38	34	95	52	80	66	82	80	37	37	32	14	81	76
13	100	83	15	42	62	22	29	47	76	65	100	95	91	83	41	99	14	12	13	32	80	58	67	94	99	74	40	96	87	41	56	75	98	61	63	61	43	32	54	25	28	84	67	49	13	77	15	92	74
35	36	82	51	76	83	79	37	50	29	41	66	24	27	43	16	52	86	99	88	75	36	73	27	46	87	33	40	34	51	40	71	99	41	70	63	43	16	44	75	75	48	36	84	56	26	40	14	18	49
82	29	42	88	51	82	75	11	16	92	81	93	95	68	52	59	83	32	12	86	11	41	84	61	85	52	54	94	51	15	52	61	20	22	59	88	58	97	10	28	65	99	70	18	40	20	52	31	82	78
17	26	66	64	70	64	49	53	26	31	16	38	63	34	84	69	10	48	13	93	48	56	86	91	71	16	20	94	78	43	58	27	62	41	10	24	34	27	43	100	87	19	96	26	77	55	23	82	54	95
74	88	98	11	47	98	54	79	42	23	36	98	59	23	31	56	67	96	66	42	36	37	76	11	64	11	27	64	44	89	75	54	94	67	31	28	16	25	80	90	27	86	11	79	72	21	16	24	90	86
63	87	62	61	28	11	14	20	20	65	69	13	95	55	92	16	50	87	88	48	57	16	21	72	73	40	93	68	67	51	44	35	26	91	45	35	77	44	20	32	72	63	38	56	10	23	27	13	63	64
45	33	91	40	49	30	46	21	42	94	63	72	10	60	70	90	28	29	57	54	62	71	42	47	90	19	72	64	42	89	62	97	56	22	86	11	64	98	46	52	83	88	33	39	28	10	76	16	96	89
24	97	25	74	37	27	64	84	21	15	91	79	74	19	21	51	48	15	80	96	91	51	17	64	33	94	19	100	11	45	49	83	51	59	26	35	24	48	65	99	79	47	83	42	42	91	96	39	65	38
72	88	60	60	31	80	88	97	17	10	18	10	78	32	78	12	62	94	98	57	59	58	90	70	28	78	26	98	28	35	46	42	70	47	20	11	61	22	29	22	95	17	29	64	84	61	61	28	80	100
